notebook_link,version_link,version_number,notebook_type,has_error,diff
https://www.kaggle.com/ahmedgaitani/digit-recognizer-code-dl-tf-vs-pt-99,https://www.kaggle.com/code/ahmedgaitani/digit-recognizer-code-dl-tf-vs-pt-99?scriptVersionId=187852675,5,regular,False,+5 -5
https://www.kaggle.com/ahmedgaitani/digit-recognizer-code-dl-tf-vs-pt-99,https://www.kaggle.com/code/ahmedgaitani/digit-recognizer-code-dl-tf-vs-pt-99?scriptVersionId=188017066,6,regular,False,+255 -61
https://www.kaggle.com/ahmedgaitani/digit-recognizer-code-dl-tf-vs-pt-99,https://www.kaggle.com/code/ahmedgaitani/digit-recognizer-code-dl-tf-vs-pt-99?scriptVersionId=188019558,7,regular,False,+42 -255
https://www.kaggle.com/ahmedgaitani/digit-recognizer-code-dl-tf-vs-pt-99,https://www.kaggle.com/code/ahmedgaitani/digit-recognizer-code-dl-tf-vs-pt-99?scriptVersionId=204572537,8,regular,False,+8 -2
https://www.kaggle.com/ahmedgaitani/digit-recognizer-code-dl-tf-vs-pt-99,https://www.kaggle.com/code/ahmedgaitani/digit-recognizer-code-dl-tf-vs-pt-99?scriptVersionId=204575134,9,regular,False,+0 -0
https://www.kaggle.com/ahmedgaitani/house-prices-code,https://www.kaggle.com/code/ahmedgaitani/house-prices-code?scriptVersionId=185439695,2,regular,False,+15 -8
https://www.kaggle.com/ahmedgaitani/house-prices-code,https://www.kaggle.com/code/ahmedgaitani/house-prices-code?scriptVersionId=196744781,3,regular,False,+6 -7
https://www.kaggle.com/ahmedgaitani/house-prices-code,https://www.kaggle.com/code/ahmedgaitani/house-prices-code?scriptVersionId=196745465,4,regular,False,+6 -4
https://www.kaggle.com/ahmedgaitani/house-prices-code,https://www.kaggle.com/code/ahmedgaitani/house-prices-code?scriptVersionId=196747223,5,regular,False,+0 -2
https://www.kaggle.com/akshitsharma1/recurrent-neural-networks-for-digit-recognition,https://www.kaggle.com/code/akshitsharma1/recurrent-neural-networks-for-digit-recognition?scriptVersionId=175874737,2,regular,False,+6 -1
https://www.kaggle.com/akshitsharma1/recurrent-neural-networks-for-digit-recognition,https://www.kaggle.com/code/akshitsharma1/recurrent-neural-networks-for-digit-recognition?scriptVersionId=175921135,3,regular,False,+1 -1
https://www.kaggle.com/akshitsharma1/recurrent-neural-networks-for-digit-recognition,https://www.kaggle.com/code/akshitsharma1/recurrent-neural-networks-for-digit-recognition?scriptVersionId=176070062,5,regular,False,+0 -0
https://www.kaggle.com/akshitsharma1/recurrent-neural-networks-for-digit-recognition,https://www.kaggle.com/code/akshitsharma1/recurrent-neural-networks-for-digit-recognition?scriptVersionId=176070964,7,regular,False,+2 -2
https://www.kaggle.com/akshitsharma1/recurrent-neural-networks-for-digit-recognition,https://www.kaggle.com/code/akshitsharma1/recurrent-neural-networks-for-digit-recognition?scriptVersionId=176071011,8,regular,False,+0 -0
https://www.kaggle.com/akshitsharma1/recurrent-neural-networks-for-digit-recognition,https://www.kaggle.com/code/akshitsharma1/recurrent-neural-networks-for-digit-recognition?scriptVersionId=176071161,9,regular,False,+1 -1
https://www.kaggle.com/amirrezamasoumi/mnist-project-96-score,https://www.kaggle.com/code/amirrezamasoumi/mnist-project-96-score?scriptVersionId=116498338,1,regular,False,+46 -0
https://www.kaggle.com/amirrezamasoumi/mnist-project-96-score,https://www.kaggle.com/code/amirrezamasoumi/mnist-project-96-score?scriptVersionId=116498727,2,regular,False,+0 -0
https://www.kaggle.com/anadyasahai/titanic-ml-anadya,https://www.kaggle.com/code/anadyasahai/titanic-ml-anadya?scriptVersionId=166062853,1,regular,False,+59 -0
https://www.kaggle.com/anadyasahai/titanic-ml-anadya,https://www.kaggle.com/code/anadyasahai/titanic-ml-anadya?scriptVersionId=166062897,2,regular,False,+0 -0
https://www.kaggle.com/ankitmodak/spaceship-titanic-classification,https://www.kaggle.com/code/ankitmodak/spaceship-titanic-classification?scriptVersionId=113718217,1,regular,False,+56 -0
https://www.kaggle.com/ankitmodak/spaceship-titanic-classification,https://www.kaggle.com/code/ankitmodak/spaceship-titanic-classification?scriptVersionId=113962900,3,regular,False,+0 -0
https://www.kaggle.com/ankitmodak/spaceship-titanic-classification,https://www.kaggle.com/code/ankitmodak/spaceship-titanic-classification?scriptVersionId=113968423,4,regular,False,+39 -1
https://www.kaggle.com/ankitmodak/spaceship-titanic-classification,https://www.kaggle.com/code/ankitmodak/spaceship-titanic-classification?scriptVersionId=114225957,8,regular,False,+23 -25
https://www.kaggle.com/ankitmodak/spaceship-titanic-classification,https://www.kaggle.com/code/ankitmodak/spaceship-titanic-classification?scriptVersionId=114287217,10,regular,False,+5 -3
https://www.kaggle.com/ankitmodak/spaceship-titanic-classification,https://www.kaggle.com/code/ankitmodak/spaceship-titanic-classification?scriptVersionId=114287583,11,regular,False,+5 -1
https://www.kaggle.com/ankitmodak/spaceship-titanic-classification,https://www.kaggle.com/code/ankitmodak/spaceship-titanic-classification?scriptVersionId=114288009,12,regular,False,+9 -2
https://www.kaggle.com/ankitmodak/spaceship-titanic-classification,https://www.kaggle.com/code/ankitmodak/spaceship-titanic-classification?scriptVersionId=114288379,13,regular,False,+2 -0
https://www.kaggle.com/aryangupta30/simple-house-prices-prediction-with-explanation,https://www.kaggle.com/code/aryangupta30/simple-house-prices-prediction-with-explanation?scriptVersionId=158924912,1,regular,False,+0 -0
https://www.kaggle.com/aryangupta30/simple-house-prices-prediction-with-explanation,https://www.kaggle.com/code/aryangupta30/simple-house-prices-prediction-with-explanation?scriptVersionId=158925219,2,regular,False,+0 -0
https://www.kaggle.com/aryangupta30/simple-house-prices-prediction-with-explanation,https://www.kaggle.com/code/aryangupta30/simple-house-prices-prediction-with-explanation?scriptVersionId=159266288,4,regular,False,+35 -28
https://www.kaggle.com/aryangupta30/simple-house-prices-prediction-with-explanation,https://www.kaggle.com/code/aryangupta30/simple-house-prices-prediction-with-explanation?scriptVersionId=160282292,5,regular,False,+0 -0
https://www.kaggle.com/ashadullah/easy-way-using-ann-at-98-accuracy,https://www.kaggle.com/code/ashadullah/easy-way-using-ann-at-98-accuracy?scriptVersionId=165041313,2,regular,False,+0 -0
https://www.kaggle.com/ashadullah/easy-way-using-ann-at-98-accuracy,https://www.kaggle.com/code/ashadullah/easy-way-using-ann-at-98-accuracy?scriptVersionId=165042142,3,regular,False,+0 -0
https://www.kaggle.com/ashadullah/easy-way-using-ann-at-98-accuracy,https://www.kaggle.com/code/ashadullah/easy-way-using-ann-at-98-accuracy?scriptVersionId=166064208,5,regular,False,+1 -1
https://www.kaggle.com/ashadullah/easy-way-using-ann-at-98-accuracy,https://www.kaggle.com/code/ashadullah/easy-way-using-ann-at-98-accuracy?scriptVersionId=166066712,6,regular,False,+1 -1
https://www.kaggle.com/ashadullah/easy-way-using-ann-at-98-accuracy,https://www.kaggle.com/code/ashadullah/easy-way-using-ann-at-98-accuracy?scriptVersionId=166067682,7,regular,False,+0 -0
https://www.kaggle.com/ashadullah/easy-way-using-ann-at-98-accuracy,https://www.kaggle.com/code/ashadullah/easy-way-using-ann-at-98-accuracy?scriptVersionId=166615184,8,regular,False,+4 -4
https://www.kaggle.com/ashadullah/easy-way-using-ann-at-98-accuracy,https://www.kaggle.com/code/ashadullah/easy-way-using-ann-at-98-accuracy?scriptVersionId=167825969,9,regular,False,+1 -1
https://www.kaggle.com/ashmitcajla/house-prices-competition,https://www.kaggle.com/code/om1cr0ne/house-prices?scriptVersionId=140026236,1,regular,False,No diff found
https://www.kaggle.com/ashmitcajla/house-prices-competition,https://www.kaggle.com/code/ashmitcajla/house-prices-competition?scriptVersionId=140149616,2,regular,False,+0 -17
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=106355222,2,regular,False,+34 -12
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=106355433,3,regular,False,+10 -8
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=106499627,5,regular,False,+0 -0
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=106500231,6,regular,False,+8 -8
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=106500779,7,regular,False,+7 -7
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=106501649,8,regular,False,+9 -12
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=108369823,11,regular,False,+4 -3
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=108369996,12,regular,False,+2 -3
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=108370175,13,regular,False,+2 -2
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=108370359,14,regular,False,+4 -4
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=108370491,15,regular,False,+2 -2
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=108370679,16,regular,False,+4 -4
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=108370813,17,regular,False,+0 -0
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=108372149,19,regular,False,+0 -0
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=108373865,22,regular,False,+14 -8
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=109765465,23,regular,False,+34 -16
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=109765694,24,regular,False,+2 -7
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=109765893,25,regular,False,+1 -3
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=109766055,26,regular,False,+1 -1
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=109766801,27,regular,False,+6 -22
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=109766951,28,regular,False,+2 -2
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=109767107,29,regular,False,+1 -1
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=109767527,30,regular,False,+1 -1
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=109769816,31,regular,False,+7 -3
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=109801529,34,regular,False,+1 -1
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=109803594,35,regular,False,+4 -4
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=109807438,36,regular,False,+5 -5
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=109807512,37,regular,False,+1 -1
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=109807716,38,regular,False,+1 -1
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=109807852,39,regular,False,+1 -1
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=109807940,40,regular,False,+1 -1
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=109808041,41,regular,False,+1 -1
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=110016214,42,regular,False,+50 -5
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=110017435,43,regular,False,+22 -5
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=110017807,44,regular,False,+6 -6
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=110018005,45,regular,False,+1 -1
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=110018077,46,regular,False,+2 -2
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=112076567,48,regular,False,+1 -1
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=112077029,49,regular,False,+1 -1
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=123352447,52,regular,False,+1 -1
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=123353183,53,regular,False,+1 -1
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=128067594,55,regular,False,+8 -7
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=136507182,58,regular,False,+0 -0
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=136509802,59,regular,False,+2 -2
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=136549862,61,regular,False,+3 -3
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=136561646,62,regular,False,+18 -24
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=136576501,63,regular,False,+0 -0
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=136584325,65,regular,False,+0 -0
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=136763568,67,regular,False,+35 -16
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=169360049,69,regular,False,+4 -0
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=174763309,70,regular,False,+0 -0
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=180490803,71,regular,False,+0 -0
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=186114927,72,regular,False,+0 -0
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=190330170,73,regular,False,+0 -0
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=194584794,74,regular,False,+0 -0
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=198774488,75,regular,False,+0 -0
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=204110260,76,regular,False,+0 -0
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=210314637,77,regular,False,+0 -0
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=215287283,78,regular,False,+0 -0
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=219785342,79,regular,False,+0 -0
https://www.kaggle.com/ashx010/titanic-data-analysis-and-model-deployment,https://www.kaggle.com/code/ashx010/titanic-data-analysis-and-model-deployment?scriptVersionId=224983725,80,regular,False,+0 -0
https://www.kaggle.com/asmahachaichi/digit-recognizer-mnist-cnn,https://www.kaggle.com/code/asmahachaichi/digit-recognizer-mnist-cnn?scriptVersionId=202901062,2,regular,False,+0 -2
https://www.kaggle.com/asmahachaichi/digit-recognizer-mnist-cnn,https://www.kaggle.com/code/asmahachaichi/digit-recognizer-mnist-cnn?scriptVersionId=202902555,3,regular,False,+0 -0
https://www.kaggle.com/asmahachaichi/digit-recognizer-mnist-cnn,https://www.kaggle.com/code/asmahachaichi/digit-recognizer-mnist-cnn?scriptVersionId=203468682,4,regular,False,+5 -4
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=169704133,2,regular,False,+0 -0
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=169704447,3,regular,False,+0 -0
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=169717655,6,regular,False,+3 -1
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=169717911,7,regular,False,+0 -0
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=169720172,8,regular,False,+0 -0
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=169869065,9,regular,False,+4 -0
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=169882157,11,regular,False,+6 -6
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=170294675,13,regular,False,+0 -0
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=170296807,14,regular,False,+1 -1
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=170297517,15,regular,False,+0 -0
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=170298936,16,regular,False,+2 -1
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=170299872,17,regular,False,+0 -0
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=170300580,18,regular,False,+0 -0
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=170435744,24,regular,False,+0 -10
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=170442774,25,regular,False,+0 -0
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=170458903,26,regular,False,+2 -4
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=170464973,27,regular,False,+0 -0
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=170469927,28,regular,False,+1 -1
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=170492575,29,regular,False,+16 -10
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=170492591,30,regular,False,+0 -0
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=170600457,33,regular,False,+4 -3
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=170614676,35,regular,False,+0 -0
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=170633888,36,regular,False,+3 -1
https://www.kaggle.com/avats8484/final-ensemble-digit-recognizer-avr,https://www.kaggle.com/code/avats8484/final-ensemble-digit-recognizer-avr?scriptVersionId=170637775,37,regular,False,+0 -0
